Price,Close,High,Low,Open,Volume
Ticker,INTC,INTC,INTC,INTC,INTC
Date,,,,,
2018-01-02,39.33038330078125,39.37236065949834,38.793106414400064,38.93582238870792,23370800
2018-01-03,37.995582580566406,38.79310431672374,36.64399688740861,38.17187915134584,116479000
2018-01-04,37.29880142211914,37.48349153661985,35.83807721249705,36.53486031544242,89209100
2018-01-05,37.55905532836914,37.90324858665831,36.85387850621288,37.298810395546276,41824000
2018-01-08,37.55905532836914,37.64300365383544,36.90424622052332,37.16449115334619,33733800
2018-01-09,36.61880874633789,37.64299472674081,36.509676589597234,37.52546581799081,44282300
2018-01-10,35.6785888671875,36.60203341572162,35.628217941796514,36.375372257521924,45735000
2018-01-11,36.44252014160156,36.58523612259174,35.636604774294796,35.93042708453486,35371500
2018-01-12,36.29981231689453,36.60202821906093,36.10672539818835,36.476105727097455,29973600
2018-01-16,36.21585464477539,36.76152829134853,36.005980658004624,36.56004785498253,38367200
2018-01-17,37.26522445678711,37.31559536631964,36.526467129091046,36.56004773544607,32368600
2018-01-18,37.34077072143555,37.55904141064377,37.08052588504794,37.273612726432965,26826500
2018-01-19,37.62621307373047,37.68497754161279,37.147700576732525,37.45831322159955,25780200
2018-01-22,38.40693664550781,38.440517249407726,37.601021366445806,37.60941491620946,27706800
2018-01-23,38.66718673706055,38.69237059217065,38.306203202508016,38.4573127380148,22135100
2018-01-24,38.20545959472656,38.72594939382092,37.743737458852415,38.53286570799802,32464200
2018-01-25,38.02916717529297,38.927427615851485,37.920031801439,38.51607637985449,36758700
2018-01-26,42.041954040527344,42.1007184943023,40.39653972756092,40.614810443658655,86916100
2018-01-29,41.958011627197266,42.688372284140094,41.44591853123596,41.63900223583357,46304000
2018-01-30,40.95900344848633,42.0251635664003,40.9170292963085,41.538254434354414,32814600
2018-01-31,40.4133415222168,41.345182700545784,39.926435452120316,41.32839239434612,41619900
2018-02-01,40.001983642578125,40.690370071306,39.83408381064922,40.04395779995462,28840400
2018-02-02,38.74273681640625,40.11950957115008,38.70075945973848,39.724945475916414,28663000
2018-02-05,37.374359130859375,39.674576182192574,37.35756882799426,38.91063501515522,47869000
2018-02-06,37.957550048828125,37.97445426568725,36.36858912971678,37.20533013142027,58145400
2018-02-07,38.2026481628418,39.13235732162939,37.475783114555604,37.67863044920601,37508400
2018-02-08,36.13193130493164,38.388590730069076,36.12348080980176,38.270264453355395,43151300
2018-02-09,37.14615249633789,37.42506390535517,35.53183749364557,36.76581582572484,49301100
2018-02-12,37.889930725097656,38.16884220108472,37.264487691674894,37.31520033464946,28379500
2018-02-13,37.57719802856445,37.847658940600084,37.408159152505085,37.6870737816253,19517600
2018-02-14,38.35477828979492,38.46465082650211,37.222221931242714,37.24757663599843,19922000
2018-02-15,38.811180114746094,38.870346467643294,37.99134680602463,38.77737491556746,23536800
2018-02-16,38.50691223144531,39.37745813568956,38.46465009212783,38.72666052481282,21475200
2018-02-20,39.14925765991211,39.47888172496281,38.36322955518412,38.422392683570216,25512000
2018-02-21,38.828094482421875,39.77471123829561,38.81119026633667,39.445083860858595,27527500
2018-02-22,38.70975875854492,39.35210591661331,38.55762407501024,38.99712391364946,16946400
2018-02-23,40.340980529785156,40.39169316868957,39.14081042638797,39.166165133765695,26040900
2018-02-26,41.5073356628418,41.52423987183161,40.65369084167133,40.73821188662039,26992300
2018-02-27,42.18349075317383,43.02023142191571,41.676377345792844,41.7270867520419,43624100
2018-02-28,41.65948486328125,42.54693518809959,41.65103114376098,42.41170469311917,35541200
2018-03-01,40.4339485168457,42.02290892983338,40.12122866493518,41.8369658277602,36326600
2018-03-02,41.3974723815918,41.45663551879654,39.69018544932131,39.89303279412982,33310600
2018-03-05,42.04827880859375,42.09053774045584,40.60300205952146,41.050952540729284,30826500
2018-03-06,42.859649658203125,43.38367058080981,42.386344597976326,42.394795092273704,39132300
2018-03-07,43.375221252441406,43.51890546323057,42.34408673975778,42.41170359757602,31801900
2018-03-08,42.885009765625,44.01756628373127,42.65680771822869,43.77246002273348,29481200
2018-03-09,44.11053466796875,44.20350623079855,43.104758138758065,43.33296018639056,32727900
2018-03-12,43.54425048828125,43.90768295785123,42.682155087730266,43.83161562179825,32044400
2018-03-13,43.764007568359375,45.45439028755934,43.43438345397925,44.389450593088995,45573900
2018-03-14,43.83162307739258,44.10208404621903,43.36676848873144,44.000661988946376,24993500
2018-03-15,43.00334167480469,44.20351198052073,43.00334167480469,44.14434883723329,25631200
2018-03-16,43.24843215942383,43.69638568787608,43.096300709629894,43.24843215942383,42559800
2018-03-19,42.96106719970703,43.29914172126458,42.20039388394295,42.88499986813062,31115200
2018-03-20,43.56959915161133,43.78935063602998,42.97796475590861,43.00332268050958,22215000
2018-03-21,43.578060150146484,44.09362408234975,43.24843286843483,43.569606432484115,23239500
2018-03-22,42.96106719970703,43.91613086665175,42.76667040022973,42.88499986813062,30916000
2018-03-23,41.7186393737793,43.09630197302395,41.7186393737793,42.75822419343,37683900
2018-03-26,44.35564422607422,44.36409794558659,42.530030933469696,42.88501299755494,39306200
2018-03-27,43.265342712402344,45.00643800043684,42.91881439854804,44.80359066406282,38777000
2018-03-28,41.921478271484375,42.85119043817611,41.422815381609674,42.68215156930959,37970900
2018-03-29,44.0175666809082,44.0175666809082,42.149691362954464,42.24266292652694,45265800
2018-04-02,41.34676742553711,43.983767277508804,39.969107575498114,43.68794831234447,67187800
2018-04-03,42.04827880859375,42.225768256904416,40.915722024280704,41.41438515821294,39432400
2018-04-04,42.25112533569336,42.394806345931066,40.5776432954851,40.653710660949116,30370000
2018-04-05,42.58073425292969,42.86809939458037,42.23420598424639,42.26801118244459,25115400
2018-04-06,41.23687744140625,42.597635723919986,40.991771231381755,42.082068600816186,28215200
2018-04-09,41.87922286987305,43.19772228854707,41.54959882124167,41.54959882124167,31437000
2018-04-10,43.33295440673828,43.51889750759721,42.546926311114724,43.206174433580166,25906400
2018-04-11,43.18927001953125,43.72174139048837,42.95261750983859,43.096301693686726,17568400
2018-04-12,44.55848693847656,45.02334151460109,43.48509358682961,43.51890201305841,29781400
2018-04-13,43.83162307739258,44.972630088119836,43.61187152512792,44.845853322566285,20884900
2018-04-16,44.288028717041016,44.397901272858945,43.77246146967519,44.195057151234174,18855500
2018-04-17,45.251548767089844,45.38677926343069,44.702173062121155,44.71907727718243,21228700
2018-04-18,45.31071090698242,45.94460444910775,45.08250884491939,45.23464355296141,22164700
2018-04-19,44.13589096069336,44.76133072061296,43.62032374899136,44.75288022619198,25422400
2018-04-20,43.55270004272461,44.18659342145232,43.00332771564966,44.093621876708504,26910100
2018-04-23,43.18927001953125,43.856971856619694,42.97797221469177,43.68793296791838,21706700
2018-04-24,43.48508834838867,45.33605593542684,43.22307791290211,43.8400671085815,42494700
2018-04-25,43.42593765258789,44.03447330485043,42.76668612842499,43.83162916214609,25752800
2018-04-26,44.83740234375,45.02334548023719,44.009115173083195,44.16970037559078,39575000
2018-04-27,44.56693649291992,47.15322301018934,44.144340846420604,46.857404123150474,69888100
2018-04-30,43.62877655029297,45.10786141164217,43.28224822602855,44.423258482130265,36417400
2018-05-01,45.07406234741211,45.1501264840302,43.4766477712911,43.645686709013646,27600800
2018-05-02,44.21196365356445,44.964183489806366,44.076733157432756,44.87121191918782,25778300
2018-05-03,44.18659210205078,44.42324781546359,43.28223783333493,43.856968070818624,28561000
2018-05-04,44.866661071777344,44.917666402234936,43.35353860519978,43.88058071556544,25642500
